gene_id,SRR15315613,SRR15315614,SRR15315615,SRR15315619,SRR15315620,SRR15829334,SRR15829335,SRR15829337,SRR15829338
gene-LOC112545951|LOC112545951,0,0,0,0,0,0,0,0,0
gene-LOC112545950|LOC112545950,0,0,0,0,0,0,0,7,0
gene-LOC102462432|LOC102462432,5,3,0,0,0,15,5,26,69
gene-LOC102457878|LOC102457878,1302,955,683,1121,1299,23,37,57,9
gene-LOC102446287|LOC102446287,3,0,4,1,4,0,0,0,0
gene-OSR2|OSR2,273,481,443,575,545,0,17,16,0
gene-LOC106732081|LOC106732081,61,55,32,29,142,15,0,8,13
gene-LOC102462675|LOC102462675,79,65,56,65,92,13,0,16,7
gene-LOC112545954|LOC112545954,0,8,0,0,0,0,0,0,0
gene-KCNS2|KCNS2,327,179,207,292,257,0,0,0,0
gene-LOC112545955|LOC112545955,0,0,0,0,0,0,0,0,0
gene-LOC102463813|LOC102463813,1673,1581,1941,2390,2307,730,722,759,515
gene-NIPAL2|NIPAL2,25,101,165,137,143,4,9,0,0
gene-ERICH5|ERICH5,180,237,157,195,285,18,10,13,13
gene-POP1|POP1,1360,1097,983,1572,1423,108,86,175,138
gene-RIDA|RIDA,4855,3643,3970,5875,5493,6089,6275,7725,6759
gene-MATN2|MATN2,414,242,650,481,545,21,15,34,5
gene-LAPTM4B|LAPTM4B,714,767,611,683,691,5,0,0,0
gene-RPL30|RPL30,19392,20246,20334,28546,20862,8653,11682,9097,8910
gene-MTDH|MTDH,4031,3709,4418,4231,5035,1836,1502,1157,1135
gene-CPQ|CPQ,22,45,25,12,37,1319,1760,2287,2214
gene-SDC2|SDC2,5812,5557,9907,8976,8081,28653,28086,39518,41189
gene-PTDSS1|PTDSS1,1052,1114,616,784,1096,161,212,242,127
gene-LOC102447002|LOC102447002,523,562,374,590,697,45,41,57,80
gene-FSIP1|FSIP1,213,85,167,118,155,6,0,19,0
gene-LOC106732083|LOC106732083,7,29,11,26,14,19,270,27,47
gene-LOC112545957|LOC112545957,0,0,0,0,11,0,0,0,0
gene-THBS1|THBS1,5420,3585,5012,5218,5459,1233,2327,7264,5481
gene-TNRC6B|TNRC6B,4434,3756,4344,4382,4876,1204,1166,1406,1205
gene-ADSL|ADSL,5283,5388,3781,5915,5792,331,639,562,359
gene-SGSM3|SGSM3,1689,1372,1101,1732,1673,848,908,761,684
gene-LOC106732082|LOC106732082,0,4,10,0,12,0,3,0,0
gene-LOC112545958|LOC112545958,74,69,56,89,34,31,57,37,32
gene-MKL1|MKL1,3617,3574,2751,3249,3809,987,806,1277,1014
gene-SLC25A17|SLC25A17,1916,1680,1370,1863,1889,454,668,382,303
gene-XPNPEP3|XPNPEP3,906,1000,708,737,1623,286,236,404,291
gene-ST13|ST13,20065,20225,17069,24047,24348,5419,5485,5109,4908
gene-LOC112545956|LOC112545956,0,7,3,0,11,128,132,207,260
gene-RBX1|RBX1,3652,3588,2761,4763,3426,896,781,606,384
gene-EP300|EP300,3986,3504,4185,3907,5178,1247,1202,1248,1433
gene-L3MBTL2|L3MBTL2,2158,1906,1461,2387,2765,369,406,456,289
gene-LOC102452389|LOC102452389,138,141,80,152,151,46,14,46,11
gene-CHADL|CHADL,665,543,496,896,840,0,0,0,0
gene-RANGAP1|RANGAP1,2794,3351,2040,3267,3304,318,258,512,252
gene-ZC3H7B|ZC3H7B,3444,3194,2837,3032,4452,744,473,745,778
gene-TEF|TEF,1074,1195,1080,1144,1236,966,819,1034,1028
gene-TOB2|TOB2,2087,2061,1836,2068,2419,1080,1151,1393,1267
gene-PHF5A|PHF5A,3395,4247,2168,3377,3507,384,401,310,224
gene-POLR3H|POLR3H,1653,1925,917,1616,1362,184,317,416,287
gene-ACO2|ACO2,8986,7767,6074,8970,10571,2176,1829,2766,1415
gene-CSDC2|CSDC2,1014,657,459,518,520,167,114,296,93
gene-PMM1|PMM1,1422,1086,1196,1263,1112,143,94,87,106
gene-XRCC6|XRCC6,756,895,740,867,1435,378,307,423,281
gene-DESI1|DESI1,464,411,302,244,573,233,101,184,136
gene-CUNH3orf58|CUNH3orf58,2718,2335,3618,3038,3764,131,108,87,36
gene-CHST2|CHST2,663,704,532,841,879,12,11,4,0
gene-SLC9A9|SLC9A9,396,345,267,414,417,18,50,38,0
gene-PAQR9|PAQR9,209,177,99,70,151,20,11,10,15
gene-PCOLCE2|PCOLCE2,99,124,110,148,227,530,395,1346,828
gene-U2SURP|U2SURP,6744,5101,7768,9732,7721,1160,1323,2109,1421
gene-TRPC1|TRPC1,892,532,573,528,769,494,492,739,390
gene-PLS1|PLS1,15,91,23,43,67,113,91,63,90
gene-LOC112545968|LOC112545968,0,5,7,6,0,0,0,0,0
gene-ATR|ATR,1358,680,1160,1545,910,136,138,163,110
gene-XRN1|XRN1,591,445,601,354,868,89,81,70,59
gene-GK5|GK5,270,227,326,325,365,252,250,120,178
gene-TFDP2|TFDP2,1025,1004,1012,1123,1270,25,21,33,22
gene-ATP1B3|ATP1B3,5513,5087,6656,7202,5974,1216,1416,1558,1091
gene-MGST2|MGST2,185,145,167,176,164,269,306,249,191
gene-MAML3|MAML3,319,263,161,171,333,74,53,77,103
gene-LOC102461891|LOC102461891,144,111,142,155,122,0,30,17,7
gene-SETD7|SETD7,2453,2380,1322,1796,3086,128,114,217,86
gene-LOC112545969|LOC112545969,0,0,0,0,0,0,0,0,0
gene-PDCD6IP|PDCD6IP,4770,4138,3511,4317,4504,2117,1614,2487,1780
gene-STAC|STAC,406,379,372,322,207,5,0,0,4
gene-ARPP21|ARPP21,1280,711,1107,1347,943,0,0,10,0
gene-DCLK3|DCLK3,202,128,232,179,229,0,8,0,0
gene-LOC112545971|LOC112545971,0,0,0,0,0,0,0,0,0
gene-TRANK1|TRANK1,2749,2664,2627,2987,3647,1454,1458,2555,2290
gene-NEUROD6|NEUROD6,23,13,11,4,9,0,0,0,0
gene-ITGA9|ITGA9,248,309,276,307,338,54,31,66,34
gene-CCDC129|CCDC129,86,32,43,34,41,0,0,0,3
gene-MLH1|MLH1,1363,1258,1041,1742,1353,277,208,430,260
gene-LRRFIP2|LRRFIP2,1889,1377,2109,3074,1969,363,410,556,341
gene-GOLGA4|GOLGA4,2087,1344,2045,2107,2532,705,689,749,395
gene-LOC106732087|LOC106732087,0,6,0,2,0,0,0,0,0
gene-PPP1R17|PPP1R17,2348,2187,2143,2923,1979,0,0,0,0
gene-PDE1C|PDE1C,193,162,170,175,178,0,0,0,0
gene-LSM5|LSM5,1809,1542,2072,2848,1984,221,311,283,224
gene-AVL9|AVL9,1440,1433,1122,1357,1915,216,214,204,239
gene-LOC102448486|LOC102448486,78,106,79,87,93,19,21,75,8
gene-KBTBD2|KBTBD2,2503,2290,2870,2935,2979,504,370,586,531
gene-RP9|RP9,503,511,511,616,354,112,117,148,116
gene-FKBP9|FKBP9,8553,8346,12501,12482,11386,2181,1403,430,507
gene-NT5C3A|NT5C3A,1782,1233,1698,2189,1326,2416,2760,868,557
gene-LOC102450874|LOC102450874,0,31,3,5,20,0,0,5,0
gene-BMPER|BMPER,515,248,235,412,334,109,109,412,111
gene-BBS9|BBS9,771,823,967,931,1298,101,38,95,54
gene-LOC102451984|LOC102451984,7,4,0,30,7,8,0,10,0
gene-TBX20|TBX20,371,143,256,105,305,91,36,61,39
gene-DPY19L1|DPY19L1,2904,3149,2481,2696,2959,100,95,175,100
gene-EEPD1|EEPD1,616,782,655,1069,906,1426,1698,1037,750
gene-SEPT7|SEPT7,14018,12251,16508,20708,18707,2418,1700,2389,1855
gene-KIAA0895|KIAA0895,3904,2832,1823,2605,3090,16,18,23,11
gene-LOC112545973|LOC112545973,0,0,0,0,0,0,0,0,0
gene-AOAH|AOAH,40,61,21,55,65,146,64,161,63
gene-ANLN|ANLN,2810,3041,2261,3586,3997,9,6,11,3
gene-LOC106732084|LOC106732084,15,4,4,9,3,0,0,0,0
gene-NME8|NME8,0,10,4,0,0,0,0,0,0
gene-SFRP4|SFRP4,20,68,155,91,42,0,0,0,0
gene-EPDR1|EPDR1,267,495,162,184,395,69,40,65,9
gene-ELMO1|ELMO1,1691,1467,1590,1837,1671,107,65,218,57
gene-LOC112545966|LOC112545966,0,14,90,0,4,5,0,0,0
gene-STARD3NL|STARD3NL,2432,2409,2580,3150,2669,515,505,554,489
gene-AMPH|AMPH,2355,1469,1524,2175,1549,0,0,5,0
gene-LOC102455878|LOC102455878,36109,44169,41981,50405,40706,17042,25871,16486,19954
gene-YAE1|YAE1,1067,1070,867,1305,1176,222,184,167,209
gene-VPS41|VPS41,2494,2353,3025,3116,2627,1044,769,1102,874
gene-POU6F2|POU6F2,14,18,21,0,23,0,0,0,0
gene-RALA|RALA,1867,1679,1521,1870,2179,406,258,349,204
gene-CDK13|CDK13,3655,3152,2888,4093,4258,817,814,843,781
gene-LOC106732088|LOC106732088,1676,1618,1319,1987,1903,179,176,407,241
gene-INHBA|INHBA,36,15,10,4,42,0,9,8,12
gene-SUGCT|SUGCT,360,416,464,441,561,270,241,333,373
gene-LOC102459790|LOC102459790,20,66,9,41,22,0,0,0,0
gene-GLI3|GLI3,3892,3937,4594,4102,6904,19,6,28,7
gene-CUNH7orf25|CUNH7orf25,926,859,613,947,1014,326,260,312,246
gene-PSMA2|PSMA2,7100,7402,7636,9187,8698,1117,819,962,703
gene-MRPL32|MRPL32,2523,2796,3319,5029,2830,854,1118,961,1071
gene-HECW1|HECW1,594,435,408,423,383,10,0,0,0
gene-BLVRA|BLVRA,153,173,58,174,234,41,17,46,13
gene-LOC102461163|LOC102461163,636,773,333,984,944,115,60,93,95
gene-STK17A|STK17A,273,183,197,212,221,13,0,23,21
gene-VOPP1|VOPP1,1902,1840,1926,2288,2422,1230,1510,994,957
gene-LOC112545976|LOC112545976,573,18,46,28,24,0,95,0,11
gene-LANCL2|LANCL2,2425,2392,1553,2297,2472,534,506,584,532
gene-EGFR|EGFR,1264,962,1090,1322,1245,2969,2037,3788,2187
gene-LOC102450019|LOC102450019,202,125,120,69,156,5946,6263,6917,10201
gene-LOC102460272|LOC102460272,248,71,89,154,143,13421,15114,16945,21460
gene-LOC112545978|LOC112545978,102,41,85,159,77,225,172,207,94
gene-LOC102449766|LOC102449766,0,7,0,0,0,0,0,0,0
gene-TPK1|TPK1,1115,1017,1628,1335,1280,350,255,294,232
gene-SEC61G|SEC61G,1742,1808,1657,2507,1838,1193,1048,804,608
gene-PTPN6|PTPN6,438,340,261,245,321,4292,4415,3379,2479
gene-LPCAT3|LPCAT3,2157,2184,1481,2384,2257,845,1008,634,328
gene-EMG1|EMG1,3215,3444,1456,3100,2698,643,605,448,434
gene-PHB2|PHB2,12939,14744,11629,15498,13040,9053,10007,8858,10242
gene-LOC112545984|LOC112545984,25,21,9,31,9,41,44,77,61
gene-ATN1|ATN1,7297,5375,5047,5750,6782,1583,1639,2100,1759
gene-CUNH12orf57|CUNH12orf57,7072,7296,6418,11332,7316,765,1075,809,1269
gene-LOC112545982|LOC112545982,4,3,2,6,3,0,0,1,0
gene-LRRC23|LRRC23,446,211,193,295,263,0,0,0,0
gene-ENO2|ENO2,994,642,1233,994,642,65,0,11,3
gene-LOC112545979|LOC112545979,30,11,7,4,5,21,30,44,37
gene-TPI1|TPI1,30553,31021,23783,33029,29131,4568,3430,5544,5256
gene-GNB3|GNB3,33,33,33,40,0,191,115,92,67
gene-GPR162|GPR162,412,297,446,358,505,12,9,0,0
gene-USP5|USP5,8144,7894,5133,8710,9173,1796,1551,1884,1662
gene-CDCA3|CDCA3,5637,7262,5319,9300,7265,22,6,23,29
gene-P3H3|P3H3,2846,2757,3143,3537,2752,1234,1420,1344,905
gene-PTMS|PTMS,15822,19186,14147,12580,20882,816,1686,3518,2490
gene-MLF2|MLF2,16837,17012,14873,17671,17046,4609,5568,6540,5684
gene-COPS7A|COPS7A,3738,2929,2667,4295,3624,2755,2373,3436,2719
gene-PIANP|PIANP,370,262,186,184,377,0,13,24,25
gene-ZNF384|ZNF384,2068,1710,1531,2268,1991,851,870,1467,1142
gene-ACRBP|ACRBP,15,15,0,0,4,8,9,37,8
gene-LOC102455801|LOC102455801,130,101,78,111,69,14,30,143,67
gene-LPAR5|LPAR5,31,114,75,93,73,5,12,22,14
gene-ING4|ING4,4361,3837,2708,4473,4305,1010,1817,1911,1794
gene-LOC106732091|LOC106732091,62,32,33,103,40,349,503,2114,2120
gene-IFFO1|IFFO1,2026,1702,1997,1907,1453,1606,2251,2497,2137
gene-CHD4|CHD4,23923,21934,16354,25014,26589,3226,3829,4460,3632
gene-LOC112545983|LOC112545983,12,8,15,19,11,1,5,3,4
gene-NOP2|NOP2,3211,2328,1765,3393,2891,700,764,768,538
gene-LOC112545985|LOC112545985,0,0,0,2,3,0,3,0,5
gene-NCAPD2|NCAPD2,5390,4385,3791,5863,6586,908,1254,1378,1138
gene-SCNN1A|SCNN1A,183,192,169,320,211,0,0,0,15
gene-FBXO40|FBXO40,2,7,0,0,9,0,0,0,0
gene-VAMP1|VAMP1,98,43,33,77,43,59,70,183,42
gene-MRPL51|MRPL51,2077,2018,1701,4057,2489,613,867,864,649
gene-KPNA1|KPNA1,1951,1559,1671,2150,1973,492,679,649,635
gene-GAPDH|GAPDH,83011,87411,71475,78166,78599,88545,132718,146935,173157
gene-FAM162A|FAM162A,2224,1829,1651,2431,1940,1200,1201,1922,1762
gene-CCDC58|CCDC58,515,626,653,973,580,132,140,153,157
gene-CSTA|CSTA,40,37,74,50,32,251,62,262,74
gene-SOCS7|SOCS7,193,170,76,34,103,142,110,129,117
gene-GPR179|GPR179,1386,911,234,419,636,0,6,0,0
gene-MRPL45|MRPL45,1513,1961,1133,1659,2242,364,529,323,267
gene-NPEPPS|NPEPPS,9047,7549,8023,8912,9992,2278,2019,1988,1662
gene-TBX21|TBX21,18,18,0,0,14,14,0,7,11
gene-TBKBP1|TBKBP1,946,847,773,897,1176,41,53,86,22
gene-KPNB1|KPNB1,20191,22486,18277,21693,24590,5887,4522,4525,6013
gene-LRRC46|LRRC46,51,80,113,60,61,0,0,0,0
gene-SCRN2|SCRN2,340,318,250,187,186,137,116,147,95
gene-LOC112545986|LOC112545986,29,72,53,40,74,52,76,84,54
gene-SP2|SP2,1352,1025,1313,1211,1390,517,607,749,527
gene-PNPO|PNPO,168,184,61,125,207,63,39,43,78
gene-PRR15L|PRR15L,0,0,4,2,0,22,25,30,33
gene-PRSS35|PRSS35,55,20,5,57,100,0,0,4,0
gene-LOC102446449|LOC102446449,16,5,10,19,13,46,29,7,15
gene-ARL6|ARL6,898,562,719,714,777,18,0,0,0
gene-SNAP91|SNAP91,2991,1417,1647,2095,1763,0,0,0,0
gene-RIOX2|RIOX2,655,693,607,1123,826,208,144,215,158
gene-GABRR3|GABRR3,35,21,4,11,4,0,0,0,0
gene-LOC102446931|LOC102446931,854,638,906,1123,1293,392,338,363,244
gene-LOC102453828|LOC102453828,17,9,0,0,6,0,0,0,0
gene-DCAF6|DCAF6,1712,1198,1185,2121,1867,2496,1819,2540,1702
gene-MPC2|MPC2,2595,2270,1878,3201,2439,6271,6117,7267,1852
gene-MPZL1|MPZL1,1359,883,529,644,1313,98,94,65,108
gene-RCSD1|RCSD1,195,108,121,197,125,139,107,223,75
gene-CREG1|CREG1,80,67,54,68,146,408,255,411,399
gene-CD247|CD247,53,65,79,87,53,126,97,296,122
gene-LOC112545991|LOC112545991,38,54,25,47,36,0,0,0,0
gene-DUSP27|DUSP27,169,128,242,318,193,0,8,4,0
gene-GPA33|GPA33,17,63,44,34,57,9,3,35,12
gene-POU2F1|POU2F1,150,46,62,39,106,14,25,9,22
gene-LOC112545990|LOC112545990,9,3,0,4,0,0,0,0,0
gene-MAEL|MAEL,176,151,210,301,137,300,176,259,281
gene-ILDR2|ILDR2,823,781,608,862,794,710,1311,1668,1261
gene-LOC102454811|LOC102454811,681,505,606,732,451,289,428,369,307
gene-LOC102455067|LOC102455067,52,39,32,67,93,8,0,0,32
gene-LOC112545993|LOC112545993,0,0,0,0,0,0,0,0,0
gene-CD2|CD2,13,9,7,15,15,103,65,256,160
gene-LOC102455323|LOC102455323,15,5,16,0,4,107,52,144,83
gene-CD101|CD101,0,3,0,5,0,0,0,10,0
gene-LOC102455802|LOC102455802,7,0,6,18,12,12,6,21,6
gene-PTGFRN|PTGFRN,3765,3268,2390,3131,3508,296,468,476,446
gene-IGSF3|IGSF3,2291,2422,1667,2626,2823,130,70,293,83
gene-ADPRH|ADPRH,171,80,115,93,159,471,406,507,546
gene-LOC102452898|LOC102452898,90,50,48,103,113,84,51,124,74
gene-TIMMDC1|TIMMDC1,2322,2708,2468,3002,3019,1035,1033,1584,1006
gene-POGLUT1|POGLUT1,2559,2083,1712,4200,3123,271,538,514,418
gene-BCL9|BCL9,3944,4355,3117,4048,5381,584,566,680,497
gene-ACP6|ACP6,1915,2111,1933,2675,2264,1350,1371,1602,1170
gene-GJA8|GJA8,18,10,30,16,21,5,0,0,0
gene-GJA5|GJA5,951,960,1075,1467,1237,116,177,284,78
gene-LOC102456291|LOC102456291,10,4,23,13,5,114,17,40,31
gene-LOC106732098|LOC106732098,129,65,279,241,101,104,91,113,87
gene-GPR89B|GPR89B,817,946,876,873,1050,761,819,711,508
gene-PDZK1|PDZK1,536,347,337,579,778,809,1904,2117,2526
gene-HTR1F|HTR1F,124,111,92,64,97,0,0,0,0
gene-LOC102456543|LOC102456543,5,7,8,0,10,5,0,0,7
gene-SV2C|SV2C,138,109,32,60,87,0,0,0,0
gene-LOC112545995|LOC112545995,0,0,0,0,0,0,0,2,0
gene-POC5|POC5,1598,911,1042,1486,1285,322,385,425,272
gene-ANKDD1B|ANKDD1B,190,378,351,351,311,17,31,6,18
gene-POLK|POLK,1327,1316,1434,2254,1542,835,911,965,873
gene-COL4A3BP|COL4A3BP,1109,891,1025,1240,1426,1161,1035,1086,962
gene-MED18|MED18,2063,2440,1614,3524,2996,202,199,158,181
gene-GCNT4|GCNT4,22,19,18,25,35,61,61,37,42
gene-ANKRD31|ANKRD31,40,28,74,32,12,14,15,19,60
gene-HMGCR|HMGCR,5513,4930,4549,6680,7743,727,530,576,582
gene-FAM169A|FAM169A,1126,651,1080,736,1200,6,29,15,17
gene-HEXB|HEXB,700,798,1124,974,719,1120,685,867,452
gene-GFM2|GFM2,2562,1938,1819,3858,2451,416,599,748,459
gene-NSA2|NSA2,8810,9951,10137,14266,10820,7908,10197,7553,7588
gene-LOC112545996|LOC112545996,9,5,0,3,7,0,10,0,0
gene-ENC1|ENC1,4802,5663,5243,6004,6248,818,1291,1492,311
gene-UTP15|UTP15,1079,1004,1145,1414,1325,367,421,391,282
gene-ARHGEF28|ARHGEF28,205,223,379,271,330,15,72,48,10
gene-ANKRA2|ANKRA2,2127,1940,1716,2755,2412,737,495,654,491
gene-BTF3|BTF3,12763,12961,12781,17121,12816,3102,3261,3923,3474
gene-FCHO2|FCHO2,2399,1614,3042,3822,2271,749,894,1372,1093
gene-LOC106732099|LOC106732099,233,180,247,218,165,12,30,50,26
gene-LOC102463397|LOC102463397,20,8,20,7,37,13,23,23,8
gene-ZNF366|ZNF366,28,16,26,66,55,41,68,154,46
gene-TNPO1|TNPO1,5212,4456,7421,6404,7596,706,796,945,796
gene-PTCD2|PTCD2,651,535,537,936,740,197,112,130,134
gene-MRPS27|MRPS27,3241,2604,2298,4221,3491,698,773,621,423
gene-CARTPT|CARTPT,897,674,1797,1044,979,0,0,3,0
gene-MCCC2|MCCC2,1308,1158,1676,1914,2045,826,628,703,671
gene-MAP1B|MAP1B,21690,14635,9990,15619,15365,41,140,2704,370
gene-BDP1|BDP1,1632,1152,1634,2107,1927,180,243,217,168
gene-LOC102445322|LOC102445322,4044,4400,3314,6592,4687,729,642,580,588
gene-MARVELD2|MARVELD2,614,508,852,899,881,525,334,279,283
gene-GTF2H2|GTF2H2,1591,1611,1171,1602,1850,512,601,587,342
gene-LOC102458766|LOC102458766,3463,3601,2981,5105,4175,536,621,668,433
gene-OCLN|OCLN,861,889,1102,1038,1332,17,19,23,0
gene-CCDC125|CCDC125,396,309,366,489,413,255,318,366,309
gene-RAD17|RAD17,929,969,860,1169,1198,178,167,110,156
gene-AK6|AK6,962,773,613,956,1185,229,125,99,138
gene-ZFYVE16|ZFYVE16,1961,2067,2688,2834,2894,382,442,533,396
gene-FAM151B|FAM151B,238,216,145,173,152,68,62,71,93
gene-ANKRD34B|ANKRD34B,275,282,183,339,255,50,89,104,86
gene-LOC112546000|LOC112546000,21,0,0,4,0,0,0,0,0
gene-RASGRF2|RASGRF2,50,15,21,34,44,0,0,0,0
gene-ZCCHC9|ZCCHC9,809,492,601,871,691,225,244,358,283
gene-ACOT12|ACOT12,152,83,119,170,132,1053,894,2009,597
gene-DHFR|DHFR,1502,1936,2020,2140,1284,302,396,430,211
gene-MSH3|MSH3,1664,1059,1407,2516,1581,368,476,549,280
gene-SSBP2|SSBP2,707,671,531,908,826,17,11,35,14
gene-LOC112546001|LOC112546001,0,4,26,4,0,10,9,6,0
gene-ATG10|ATG10,277,285,240,515,589,72,77,62,67
gene-LOC102451666|LOC102451666,15874,15473,13885,21248,16742,9331,13696,10385,9597
gene-LOC102459951|LOC102459951,18954,16693,18096,25936,19212,13411,20161,15285,12754
gene-ATP6AP1L|ATP6AP1L,11,0,0,0,5,0,0,0,0
gene-TMEM167A|TMEM167A,5440,4947,5726,6195,5333,1341,1450,1474,996
gene-XRCC4|XRCC4,865,652,592,816,868,33,86,57,70
gene-HAPLN1|HAPLN1,639,539,681,575,649,0,6,8,0
gene-LOC112546005|LOC112546005,0,0,0,0,0,0,0,0,0
gene-LOC112546004|LOC112546004,0,0,4,0,0,0,0,0,0
gene-VCAN|VCAN,10426,8730,13149,10660,16198,0,8,0,14
gene-OLFM4|OLFM4,36,71,22,25,51,210,236,554,41
gene-LOC112546009|LOC112546009,0,4,6,0,4,0,0,0,0
gene-EDIL3|EDIL3,553,338,165,215,378,0,0,0,0
gene-PCDH8|PCDH8,1421,907,1336,1296,1100,0,0,0,0
gene-CNMD|CNMD,6967,5055,4454,9250,6423,12,0,0,0
gene-ELF1|ELF1,247,181,446,388,427,463,351,524,382
gene-SUGT1|SUGT1,4937,5042,5768,6327,5312,1380,1535,1463,1364
gene-WBP4|WBP4,1253,1064,1244,1832,1452,409,438,730,322
gene-NAA16|NAA16,2918,1753,2321,3797,2898,831,892,840,669
gene-LOC102449690|LOC102449690,635,359,60,311,507,0,8,7,0
gene-MTRF1|MTRF1,1229,1078,1344,1342,1155,77,179,129,111
gene-LOC106732102|LOC106732102,29,62,23,9,11,0,0,0,0
gene-DGKH|DGKH,117,79,190,101,98,0,7,0,0
gene-VWA8|VWA8,1166,1103,1206,1109,1328,559,446,771,484
gene-RGCC|RGCC,547,451,510,1007,422,0,0,0,0
gene-LOC112546011|LOC112546011,8,0,0,19,7,0,0,0,0
gene-TNFSF11|TNFSF11,50,23,14,72,46,9,4,25,11
gene-LOC102450415|LOC102450415,25,8,10,11,0,0,0,0,0
gene-FAM216B|FAM216B,11,4,0,6,0,0,0,0,0
gene-AKAP11|AKAP11,2579,1959,2523,2780,2949,350,324,582,428
gene-EPSTI1|EPSTI1,24,49,26,27,26,274,185,214,172
gene-DNAJC15|DNAJC15,315,360,375,435,236,310,127,219,257
gene-CCDC122|CCDC122,0,0,0,0,4,0,0,0,0
gene-LACC1|LACC1,232,148,99,318,162,81,73,236,69
gene-SERP2|SERP2,482,299,267,498,414,0,0,0,0
gene-ENOX1|ENOX1,1141,854,1029,1292,1017,42,60,15,8
gene-LOC102447927|LOC102447927,10,25,38,22,24,0,7,0,5
gene-TSC22D1|TSC22D1,8338,6606,7705,9475,7618,1240,2124,4027,3185
gene-NUFIP1|NUFIP1,128,164,142,119,241,43,30,25,30
gene-GPALPP1|GPALPP1,1324,1382,1520,1954,1619,500,457,449,297
gene-KCTD4|KCTD4,80,50,32,93,74,0,3,0,0
gene-LOC102448727|LOC102448727,766,665,616,718,1011,181,128,133,113
gene-PCDH18|PCDH18,3603,4521,4318,5973,6905,58,72,64,21
gene-SLC7A11|SLC7A11,0,7,4,8,8,0,0,7,8
gene-NOCT|NOCT,570,789,435,508,1036,266,248,248,135
gene-ELF2|ELF2,3395,3435,2754,3523,3348,1284,1067,1172,816
gene-LOC112546013|LOC112546013,123,55,95,157,74,12,5,12,0
gene-MGARP|MGARP,515,427,399,277,459,972,623,1257,894
gene-WDFY1|WDFY1,2464,1991,2427,2977,2597,952,765,1105,898
gene-LOC102453511|LOC102453511,15,14,0,7,0,0,0,0,0
gene-LOC106732105|LOC106732105,64,26,32,14,49,30,39,35,28
gene-LOC102457031|LOC102457031,89,70,29,11,69,57,63,72,72
gene-SERPINE2|SERPINE2,3869,2734,4125,3862,4339,125,52,99,64
gene-LOC106732104|LOC106732104,4,0,0,2,1,0,0,0,0
gene-LOC102457536|LOC102457536,374,435,250,404,498,103,89,178,111
gene-RALGAPB|RALGAPB,5199,4086,4446,4616,4929,2033,1900,2744,2207
gene-LOC102457791|LOC102457791,185,196,136,114,189,150,99,299,303
gene-PHF20|PHF20,3905,2906,4216,5048,4570,683,895,1011,932
gene-RBM39|RBM39,6830,4820,6024,7716,5622,1111,1137,1813,1579
gene-LOC106732108|LOC106732108,1788,1468,2064,3159,1668,476,737,842,644
gene-LOC102455479|LOC102455479,269,237,55,71,481,38,29,19,139
gene-NFS1|NFS1,3036,3027,2963,4063,3272,1235,1525,1977,1518
gene-LOC102458767|LOC102458767,0,0,8,10,0,108,0,29,0
gene-LOC102452392|LOC102452392,969,15,1144,49,740,0,0,0,0
gene-CPNE1|CPNE1,8121,7537,7302,8779,9715,6693,6913,8403,8458
gene-RBM12|RBM12,5333,4786,2999,6152,7243,255,340,368,357
gene-LOC112546020|LOC112546020,24,0,10,38,6,0,0,0,0
gene-NAT10|NAT10,2405,2457,1889,2529,2111,281,353,447,217
gene-ABTB2|ABTB2,1046,860,733,933,1210,73,77,114,178
gene-EHF|EHF,29,8,11,42,15,15,21,22,6
gene-APIP|APIP,2027,2179,2603,2678,2413,908,625,620,520
gene-CAT|CAT,11663,10438,9133,12907,13752,29522,34200,48143,52761
gene-PDHX|PDHX,2025,2069,2030,2607,2491,427,425,449,400
gene-CD44|CD44,1101,1068,1256,1449,1570,53,34,64,30
gene-SLC1A2|SLC1A2,414,251,79,104,285,9,7,42,110
gene-LOC102462271|LOC102462271,168,152,96,122,216,0,8,35,5
gene-PAMR1|PAMR1,318,228,226,380,382,66,28,158,63
gene-FJX1|FJX1,669,736,463,666,848,13,15,43,49
gene-LOC112546021|LOC112546021,0,0,0,0,0,0,0,0,0
gene-TRIM44|TRIM44,234,183,112,130,282,78,34,44,47
gene-PRR5L|PRR5L,203,238,258,276,301,25,15,45,30
gene-LOC112546022|LOC112546022,0,0,0,0,0,0,0,10,8
gene-LDLRAD3|LDLRAD3,300,101,36,45,168,21,33,22,14
gene-COMMD9|COMMD9,1216,1178,1256,1511,1302,772,747,1037,821
gene-RAG2|RAG2,30,113,47,42,46,0,7,0,3
gene-TRAF6|TRAF6,154,159,115,100,160,72,99,134,148
gene-CUNH11orf74|CUNH11orf74,377,289,378,242,186,0,10,0,0
gene-LOC106732111|LOC106732111,9,0,0,0,0,0,0,0,0
gene-LOC102443667|LOC102443667,6,0,0,0,0,0,0,0,0
gene-LOC112546019|LOC112546019,0,0,0,0,0,0,0,0,0
gene-LOC102453661|LOC102453661,50,39,23,25,88,6,0,4,8
gene-LRRC4C|LRRC4C,406,299,295,323,326,0,0,0,0
gene-LOC112546025|LOC112546025,0,0,0,0,0,0,0,0,0
gene-API5|API5,8355,7023,7381,9464,9400,2857,2110,2774,2126
gene-TTC17|TTC17,1748,1740,2220,2571,1985,779,662,526,563
